item_id,PC1,PC2,PC3,score,prompt_id
112,856.8730138606794,-98.18360846386628,-21.772569134499896,9.0,1
113,506.81440643285885,-95.43754557407026,-8.959093367187634,8.0,1
114,923.3915445105287,-77.28433247496194,-23.335017035205112,8.0,1
115,1044.7161042085027,-32.28408376227414,47.9160055253188,9.0,1
116,-720.558521951551,-12.952812352784811,-7.124975414587883,4.0,1
117,434.06658804002325,-101.94147638021627,1.580757102924144,8.0,1
118,1145.4646326935203,-108.56686250203364,-53.78885646168051,12.0,1
119,1066.2975786417992,-109.94529716920366,-4.072527927338854,10.0,1
120,583.5683716166988,-34.943019938602596,28.51064572402869,8.0,1
121,532.900969728203,32.588073438619915,16.440509863457258,8.0,1
122,1459.9580669282213,-105.72171442588501,-5.896895988260926,9.0,1
123,870.0924057258738,-96.06313569805513,-5.0107830157234226,10.0,1
124,116.93250395456187,-49.95502666334808,34.52960236836465,7.0,1
125,-255.25021486596597,-95.31284113386248,17.076660911181776,5.0,1
126,258.030207022602,48.88016576736429,-3.902403051259789,8.0,1
127,853.6177527093836,-102.79965067949483,-8.167529490451393,9.0,1
128,872.507449947553,-117.12194702499593,-24.935690575212334,9.0,1
129,751.7039929818371,-72.29416622152658,27.402873295966984,10.0,1
130,1841.4448184823477,-140.9744804000906,-34.8400148177296,10.0,1
131,980.9421960954068,-119.84730185553269,-31.831585366800766,10.0,1
132,1160.5145647726472,-116.81032012630556,-55.1982096823629,11.0,1
133,1195.4323532084654,-123.69229457910365,15.1261148915504,10.0,1
134,824.4752397017716,0.8980445855448522,2.705931152049308,10.0,1
135,203.4150952250733,47.01297107211566,-12.317192792961887,7.0,1
136,1330.2064044409894,-106.18345006208908,3.6882224420447134,9.0,1
137,84.90592853581086,195.45219867681845,0.6569420939903576,7.0,1
138,927.4737921341367,-20.66212301229507,-33.87432364309182,10.0,1
139,-219.28511785578155,-47.68347566338258,7.987159128842135,7.0,1
140,683.7246848734118,-104.05296353184418,-17.116286720712125,9.0,1
141,1586.11602876578,-73.76412193976273,-10.745011084842286,10.0,1
142,903.7775811125431,-95.51985600095355,-43.49853560558586,10.0,1
143,294.0715458381068,-49.39048036020732,12.501553238359286,7.0,1
144,920.0766137203308,-104.86306070780888,16.60400930247222,9.0,1
145,911.6055648886739,-117.20708720812237,-64.21791694016835,10.0,1
146,-193.15111972938269,-43.919188921681595,1.0150452123863047,6.0,1
147,1831.5898391331125,-113.18312490820564,-55.45731157678172,12.0,1
148,365.144637656629,-62.94198794138208,4.057053639375338,9.0,1
149,927.7157465309443,204.92343767003456,23.540504818753497,8.0,1
150,339.2782008813957,-96.29547969868143,4.960203742340541,8.0,1
151,57.39948183675358,7.362874888409749,4.403809286579293,8.0,1
152,-132.31200199536113,-65.77589806827824,-5.7803472584280975,6.0,1
153,1135.4287886668408,-75.76255754637117,33.08167998559192,9.0,1
154,996.2588122331055,-108.29250404819932,-20.382294038616493,12.0,1
155,1016.9817851316219,-88.49892223009483,-14.068780463046117,10.0,1
156,431.51373221023835,-103.87622651073386,8.298926763689943,8.0,1
157,1091.7085914144009,-73.9025154686922,-32.016118814925655,9.0,1
158,762.4826137885531,-110.43870845893417,-42.64727491929644,9.0,1
159,1177.1932564010785,-104.63258680300194,-30.086769129091067,10.0,1
160,252.00268789694917,-98.58114551089069,-3.426414265081185,8.0,1
161,913.2659016573051,-95.23338853118439,4.658205546780158,10.0,1
162,1534.3840233906049,-103.43309563636666,-41.85080337020576,12.0,1
163,162.31979389368428,-96.30756641426075,-37.2221615624493,8.0,1
164,229.0768870804951,-13.910333193580144,-22.29099344303974,8.0,1
165,775.810083878096,-108.80923014460406,-36.277857675108066,9.0,1
166,1529.3728977986825,-96.93264188433261,-46.256683667829186,10.0,1
167,394.03438133898624,-25.917514561225623,12.718103325150631,8.0,1
168,1185.6747511543222,256.18875828336155,-27.197383982121536,9.0,1
169,-212.95635090221128,-28.71113723468642,-26.935717559024887,6.0,1
170,479.61477107254416,-86.39572175572174,3.76964856703613,8.0,1
171,373.25834317836814,823.8840117439462,35.27267411543695,8.0,1
172,124.32766343356968,33.75442277641123,9.538280628828351,8.0,1
173,153.81583371667682,-18.707859979823027,-0.5665589798561133,8.0,1
174,529.8947504612669,-92.58671075531939,-14.541618890946427,8.0,1
175,547.4069616863109,-94.73010068916228,-22.04423679151747,8.0,1
176,759.6123528891598,-11.360490926600953,-22.40503615653534,10.0,1
177,305.44815989971846,-74.58101777830268,22.9625345203645,8.0,1
178,329.06189693979707,-101.52804298286586,-30.813857718405842,8.0,1
179,343.65310087763703,-108.16666867699632,-25.33507743710809,8.0,1
180,876.9770953718606,-106.86930992626648,19.639104138837208,10.0,1
181,1217.8630538256616,-111.4746924932997,-53.791721696615056,10.0,1
182,300.01394026840796,-84.19613287742129,12.707303228945218,8.0,1
183,862.3159068980909,-92.71145180516301,-23.436518277324836,8.0,1
184,585.9361470416039,115.86560652925489,45.650962522496876,8.0,1
185,1002.5421270870592,-71.95184071823607,24.919988664698423,8.0,1
186,531.7170730614445,-81.85050129401363,2.669502368963128,8.0,1
187,-462.56917772512236,1224.039604818606,-1.602674521173162,5.0,1
188,813.6562376992516,-44.19092079187308,6.699072415281366,9.0,1
189,-366.7827167292893,-84.98710935136675,-11.55165785154049,6.0,1
190,536.2316922138606,-86.75726762731722,-35.512007146036346,10.0,1
191,156.7925838249231,-79.92593611999278,-7.516897050309424,8.0,1
192,1288.0239414414318,-103.62526344243139,-14.127116183916993,11.0,1
193,816.8069621163023,-108.31188473742635,-9.854189949593774,8.0,1
194,1408.2787117781554,-91.30712821945814,-31.110883448735443,10.0,1
195,-428.05343393920884,-68.5470452107029,-10.378612236845264,5.0,1
196,560.4178356638291,-103.7745675313873,33.13099033351797,8.0,1
197,1185.2369232374567,-34.2109333485575,25.798258194196073,10.0,1
198,1030.8643957200397,-105.24267690591148,-36.770514924980475,10.0,1
199,2438.5701351022935,-65.784538960382,-28.78690005448064,11.0,1
200,678.9101198407501,-81.19183809927932,1.3944016333789975,8.0,1
201,864.6293189288491,-109.9176568774531,-31.627340778768627,9.0,1
202,738.6469913350055,-94.21172092832302,-7.0489839560730765,8.0,1
203,1096.211310476082,-80.46264976282417,37.42341434430337,10.0,1
204,702.0713447230977,-102.42403467720749,-15.53197125120062,10.0,1
205,1605.3802472083753,-105.88378039895336,-52.541882577439395,10.0,1
206,747.0562541320486,-99.37542929340557,-37.00761241033625,10.0,1
207,309.2694713861496,-102.30283090698167,-11.033756821664596,8.0,1
208,-228.51186594162743,-58.760366241596074,-7.7204817121338,6.0,1
209,-279.7941228777096,114.1407538313887,2.823309913317921,6.0,1
210,820.1103505109874,-76.72117874255333,-40.539083965819735,9.0,1
211,-202.4547922988869,-49.24152170169564,11.946267336185372,6.0,1
212,108.96644611839304,-74.72420707611064,23.40598408255719,7.0,1
213,238.56917005670346,-41.128771031023376,42.205641301191044,8.0,1
214,485.79581410366757,33.73619981572351,-37.49956686699165,8.0,1
215,1810.232946942032,-61.64002479400419,-74.29172243327406,10.0,1
216,737.6843856508718,-8.319026883963062,4.681325196453731,8.0,1
217,1312.8614284750902,-53.40514175268981,-4.152449663248596,10.0,1
218,449.14816629163045,-109.19769870939857,-0.8247608528537071,8.0,1
219,758.9875655535333,-26.35157385467145,-5.448927518725284,9.0,1
220,1095.1416213216708,-103.6723461039235,-61.63747785403072,10.0,1
221,-35.605141651792565,-88.57946172275578,-11.189769618577,6.0,1
222,1152.4040016932909,-96.5976130525813,-46.999274605515396,9.0,1
223,876.4998207281493,246.144206284402,4.6174114560802355,8.0,1
224,561.5300312799283,-53.425868842700126,-3.9895387847797075,8.0,1
225,1350.8416325627845,-121.71727572267787,-6.760069339742962,12.0,1
226,169.9384497157663,-74.1382351516442,-10.30881139863508,8.0,1
227,687.9902508797412,-96.65592814194804,-11.490040363661524,9.0,1
228,376.87205235994463,146.75260512583503,-11.823473263942148,8.0,1
229,183.265765786702,-46.87802117707277,-1.0747780493323251,8.0,1
230,1002.5703882069669,-112.33731767548214,7.302253517367372,9.0,1
231,277.73057395812714,-88.31825048354474,-14.994069174946645,8.0,1
232,1535.372654920192,-90.72686090866665,-58.59819753689024,12.0,1
233,-18.98799394978971,123.77302915199228,-38.76982889722307,7.0,1
234,831.6956731630372,-96.610477556326,3.3887068155065325,8.0,1
235,306.06455470237927,102.80558185999637,6.827623583607227,7.0,1
236,-184.5514420572557,37.81456128068815,13.394614594685963,6.0,1
237,468.52928442862446,-7.06348161535665,-16.276910905815296,8.0,1
238,429.37096995059517,146.6196862269099,3.598840846544027,9.0,1
239,1032.8199917868678,-105.13878223701767,8.828714935508376,9.0,1
240,176.06456184199658,-73.1895225454843,-18.352199731754226,8.0,1
241,155.77164208922738,99.60584482577885,-16.065081522978065,9.0,1
242,938.8747867685669,-111.99581958987434,1.7071361355909822,9.0,1
243,1542.5842583597318,-82.2955190162198,71.018735663446,11.0,1
244,443.6568342041361,54.903875799009924,25.216500126544354,7.0,1
245,-268.95350079483444,0.9486955480004013,7.653520255958156,7.0,1
246,1956.1807139862221,-103.341765294145,-20.762694411113856,11.0,1
247,814.9186043708177,-75.70064303716636,-10.12747587899812,8.0,1
248,1043.6115019692652,-119.96486743488175,33.19938831335237,9.0,1
249,601.5430292936741,-90.1608908392956,-14.779837391568655,9.0,1
250,444.9605303556792,-76.05095371305524,-20.280194200490342,10.0,1
251,1424.695486442382,-99.01196977762861,14.165522452368382,9.0,1
252,836.7219160466442,-51.54473649615876,5.636667974025284,9.0,1
253,-15.957744741540068,-45.632723423923714,1.20950043800684,6.0,1
254,1424.6072288702285,-92.75436129728072,16.829015234942556,10.0,1
255,404.04181872559036,-64.90853375664622,3.8627743277871502,8.0,1
256,272.89039128430557,0.671898142392692,-8.960848573999264,8.0,1
257,868.0153381540475,-1.352223803163298,20.25322045189465,8.0,1
258,1439.68981956877,-81.45985863872377,-12.161149555212532,11.0,1
259,950.5072390302233,-58.520365384500224,-22.73798904093401,9.0,1
260,380.9076629050181,-94.36851580564861,0.37826096955593336,7.0,1
261,1015.3596388365244,-92.6039047276916,8.677998575215534,9.0,1
262,219.79524377832297,31.60167754344009,20.868659880778388,8.0,1
263,1478.6983321630055,-125.31378114645574,-32.58978534378699,10.0,1
264,739.0406221080042,-29.865288390497327,-10.305170337850331,8.0,1
265,810.0220683961642,-94.91744879533056,-40.11794269384088,11.0,1
266,952.6089879419591,-119.44807958336754,-40.68959468393171,11.0,1
267,1235.0981162689568,-61.42292945247161,-62.27269704870187,10.0,1
268,241.46984408130754,-81.21094698144104,-18.136931819859402,8.0,1
269,772.829856752364,-10.460765561038023,-12.780618583848117,9.0,1
270,650.467805277104,-58.5223470926808,26.451539546837342,8.0,1
271,373.8631435772153,-84.46703625040321,14.45649183926905,8.0,1
272,1339.1942675202886,-92.90567456384298,-22.088819616666058,10.0,1
273,353.7089963735024,119.06525247757487,-8.260509803799874,8.0,1
274,769.9967878931676,-80.69370851460855,-15.892908839964246,9.0,1
275,937.4364889180241,-102.56223098103551,-39.58580484466699,11.0,1
276,194.9403896059738,-57.34110621292521,-0.8326152094297861,8.0,1
277,885.8902251741957,-56.59895387360911,-14.942929502708186,9.0,1
278,453.3307319149793,-95.37430731932645,-24.955791842003336,8.0,1
279,1098.126944706391,-94.96383234912756,-33.57899709028817,10.0,1
280,815.5205189268748,-95.02240942643792,-12.7079797992481,10.0,1
281,19.32414641005323,-78.52691567563429,7.218859261150107,7.0,1
282,512.2915969375332,-68.82174703242913,-26.13975175024668,8.0,1
283,-82.91136860851202,2.406823731547661,10.418142296315658,6.0,1
284,331.2914124108769,41.81571405591852,12.724072655845893,8.0,1
285,1396.8992749639533,-7.909444788545358,-16.54457145108136,11.0,1
286,-713.0309710151543,-57.339547770310176,1.143288232789315,4.0,1
287,1589.2250040847384,-90.52701547200103,-40.30440451519287,12.0,1
288,537.9175827186051,-88.60460322977431,1.012516948456927,8.0,1
289,842.5511148692373,-71.24667905270573,-19.441433780396274,10.0,1
290,1584.0976440911231,-69.57870480278274,-50.44386147118559,11.0,1
291,1120.685476689166,-108.64747460789799,-49.08269394410587,11.0,1
292,1443.5013094752367,-96.52508710979129,-37.98591909207036,11.0,1
293,48.67963849400587,-60.28554407565463,2.3883455574757075,8.0,1
294,1010.651934882318,-53.71208387685914,13.999761455669915,10.0,1
295,657.2665650875387,-99.65800463984932,-23.117634070533747,10.0,1
296,1149.143965913625,-32.78488359219627,38.92661429089357,10.0,1
297,1212.5308293517132,-94.02774643420577,-29.876378217710773,9.0,1
298,702.5535333882557,-103.10118132969077,16.97947561443962,8.0,1
299,449.675462824967,-49.156500043611146,20.883686824505908,8.0,1
300,1222.2332650221224,-101.4697546783544,-27.326667128044136,8.0,1
301,640.4335041905869,-78.06492236410195,-20.038684093443784,9.0,1
302,1824.6407699519555,-142.73647134182693,-53.63499431980465,10.0,1
303,988.7482549192181,-35.29209330224698,-6.582448384535255,10.0,1
304,1379.962072943351,-104.83107865989945,10.333890392921388,9.0,1
305,1089.2194218129098,-14.329910441690153,19.405674091314644,10.0,1
306,1018.8874936693638,-111.63044682377853,1.8303871797635214,8.0,1
307,552.4623498651357,-104.12497843148557,-23.536112087218193,9.0,1
308,-479.0400660140864,43.00626368714916,18.430929040541436,6.0,1
309,803.837159850223,-0.13930617275951818,-11.09771413622433,9.0,1
310,849.636853602792,26.585613667225005,-39.03810082424818,10.0,1
311,531.0216856932885,-108.00199620234964,12.190967212616604,9.0,1
312,-6.282925934389709,-89.37631014352561,13.137097086461447,7.0,1
314,671.0327928453852,-65.27230601149103,-24.776814496630415,9.0,1
315,1043.5325287344185,-13.184157143454563,-46.90253140132363,10.0,1
316,1592.7098718280408,-74.85038478353596,-38.76379311934691,9.0,1
317,1399.5489596829161,-128.76395642096043,-35.08801006344261,10.0,1
318,815.2054357103165,-13.284900565597077,2.6901728828861167,8.0,1
319,775.8812086419597,-102.51818294048198,-37.32700941300928,9.0,1
320,428.4500934942065,-5.2285527169431845,-8.880667538418162,8.0,1
321,1466.232041298777,-26.59464740998395,-37.586109040127816,12.0,1
322,447.77713110311095,-40.88312694207371,5.030494467779537,8.0,1
323,808.8810266458564,-38.72326191682183,9.868612410555937,10.0,1
324,522.10818945274,-82.97893233515195,-7.962807785476837,8.0,1
325,712.8182332361229,-8.961411307078606,9.628530144977116,9.0,1
326,2260.86203152887,-124.61598667352085,-76.52057357946263,10.0,1
327,632.2990144659403,-76.27979407376563,47.87638557842148,6.0,1
328,510.20499121254113,-101.70664235801087,-0.4283305591592157,8.0,1
329,432.74808254514835,-58.97270590342463,39.321293168930794,8.0,1
330,2080.4938877965515,-122.14443383915547,-32.281931362978526,11.0,1
331,1121.465097762407,-105.75292809204379,-24.941766794917804,10.0,1
332,304.8753794830658,9.765380298306809,-21.313016833367605,8.0,1
333,743.4591910627731,-92.27533181518625,-11.087273309140176,9.0,1
334,2044.738622026567,-143.30056089593154,29.290636654566903,10.0,1
335,525.7422917474361,184.19902461892605,-0.08088239213313209,9.0,1
336,1482.6984955748771,-137.71981360204254,-42.02551316115715,11.0,1
337,446.485656608446,-104.35400945978552,-57.77875907696,10.0,1
338,-77.81018081426669,-35.56124698972788,13.88013244423464,8.0,1
339,1452.1830552057804,-52.505104610708194,-26.229648150443353,11.0,1
340,716.0451363579238,-84.69714573660168,-40.19444032434537,9.0,1
341,244.21396145131496,-10.659830140775526,0.30309451160191436,8.0,1
342,1140.457699874246,-78.40092420726505,-21.632176817005167,9.0,1
343,674.8313270890991,-100.23120952278342,-11.340981125377418,9.0,1
345,891.3257050297467,159.38243430322854,-8.57329626788767,10.0,1
346,2116.4697963219974,-72.29650479984566,-24.820238893824175,12.0,1
347,79.22918140713716,-26.055069853955786,18.18632417601044,7.0,1
348,372.9544995391576,-9.82771804546232,10.903722661572615,8.0,1
349,147.74743337085772,120.79795086638806,0.10554569240335177,8.0,1
350,753.698889720108,-88.52666174966345,29.87593596157671,8.0,1
351,680.8948450528964,-112.68017388690352,-19.333584965531358,9.0,1
352,36.63740191903469,-15.715221292671103,4.959408747155491,7.0,1
353,-462.2693664863058,-55.509082154063265,18.217996926009874,5.0,1
354,225.9352335618138,-67.69940433538102,-11.77256323773626,8.0,1
355,-123.47702701033779,-31.85132742425239,25.68191951121871,6.0,1
356,257.5781724201844,-68.82692792268979,-30.99645965263155,8.0,1
357,211.2654852793006,-84.78470958965231,-20.46351466666374,8.0,1
358,-57.5001709681444,-26.264777817896316,-15.782884725576452,7.0,1
359,-950.6586764478234,-74.64446249047876,9.528080874089174,2.0,1
360,-176.5213601484412,-41.67150582607387,-5.973057700309479,6.0,1
361,1463.516883125339,-119.69063036604473,1.0789327015656731,10.0,1
362,1201.86886556952,-75.59997396615282,-21.880870078929554,10.0,1
363,184.95336856679694,166.3110450169931,-14.510010306730898,8.0,1
364,1968.943325779272,-119.16406870584497,-57.85116401493873,11.0,1
365,1035.4697031665014,-78.00461955317813,-42.3378994749503,9.0,1
366,589.2692737129272,-58.26677185713802,0.21046967482454804,8.0,1
367,589.0127100445537,-18.57595872469406,-11.721807456727934,8.0,1
368,490.97043917100825,-96.10612604788163,-20.42649561244191,9.0,1
369,118.34760752609634,-54.49932392134088,-18.38012112218436,8.0,1
370,1880.3532602929308,-118.29572167226817,-49.570266742117774,10.0,1
371,430.54298578880605,-84.38807906377048,-0.863050609255799,8.0,1
372,1171.3416961752882,-107.34075757570567,-24.335832528012155,10.0,1
373,313.18780051902706,-41.48996272309229,-25.108965433869095,8.0,1
374,780.0475145693107,87.73506268371766,-4.923362895577963,7.0,1
375,-390.55302502851566,121.13282832304283,33.809213714948974,4.0,1
376,1068.2549550644526,100.859594184214,2.7582197224800016,8.0,1
377,1196.5829279457766,-47.734986538377925,-54.749506746484485,10.0,1
378,1039.1668912814125,-102.31147377709246,4.067203871440743,11.0,1
379,1018.7879939353226,-87.47740817792945,14.896763360034772,9.0,1
380,444.5216595005635,-21.661640689769293,-18.34665892536131,10.0,1
381,1112.5550919320785,-118.03520737815222,-4.014131587328645,10.0,1
382,127.00114897603396,-76.3632016633338,-8.642299128088197,7.0,1
383,1264.1980614730664,-81.05460094235976,-20.02906584968253,11.0,1
384,108.95215475097814,-13.291173134064593,0.551791221432012,8.0,1
385,2084.8959544900536,-156.0330195527839,-71.38304146810707,11.0,1
386,837.9624070371209,-58.00126583939992,28.01015264694273,10.0,1
387,525.5443631393504,-89.64057348322083,-37.880851434532424,8.0,1
388,204.94739922248107,-79.55723551373522,-4.278141743483268,7.0,1
389,428.8757263494484,-51.68905532470154,-20.38109288324783,8.0,1
390,846.9022337839123,-4.823922912471119,9.763344746993319,10.0,1
391,1373.399881589482,-58.99584645929626,-7.2328229698475255,12.0,1
392,745.5221323345403,-97.4479653265598,2.2415914439903197,8.0,1
393,426.1012827224032,-79.7831902994879,-10.801477368340532,8.0,1
394,-303.6879001713846,-44.72876682214044,17.126196724567905,7.0,1
395,-292.4629263184595,-15.2913027654619,1.8970541132135939,6.0,1
396,548.8664892346623,108.41814874177031,17.856912888083986,7.0,1
397,1512.579106414532,-115.02136662856384,-41.077970954201525,10.0,1
398,981.0087149778798,-43.985255744916586,-47.209506358628154,10.0,1
399,904.7448582572723,-64.19453466050103,-10.304759280001623,8.0,1
400,649.0865243397224,-42.54622908697736,-26.28370898275243,8.0,1
401,-291.7173325283534,-44.10990765424425,2.4037294398863143,6.0,1
402,368.3623583187781,-89.4526326833314,-14.522726073059932,8.0,1
403,1153.8488367865575,-14.801124699621909,13.921344244359691,8.0,1
404,633.7339029233189,2.4459419290218847,-0.27114756957405284,8.0,1
405,2321.5002507213217,-60.68165756719603,-28.96860580785146,9.0,1
406,1036.961473399575,111.29447968339137,-13.833462380698716,8.0,1
407,637.3225347220902,-87.3115406197585,20.46724482659848,8.0,1
408,498.50118900707037,12.91108829897857,-20.051635423154536,8.0,1
409,647.9128549614915,1.644602515869991,-1.7426507442739645,8.0,1
410,422.58656871518235,-60.69295571737169,2.8246757119172905,8.0,1
411,1481.700148232174,-108.75135432350751,-65.35428216241496,12.0,1
412,1100.5153280806321,-113.34955933647862,-16.71194946380231,10.0,1
413,757.1902090380819,-83.16551569890908,-8.992208479243924,9.0,1
414,493.4925980961017,-93.21157384174536,16.97931663602239,8.0,1
