Essay_ID,Kincaid_Grade_Level,Coleman_Liau_Index,SMOG_Index,Dale_Chall_Index,Sentences_per_Paragraph,Type_Token_Ratio,Total_Characters,Total_Paragraphs,Total_ToBe_Verbs,Total_Auxiliary_Verbs,Total_Conjunctions,Total_Pronouns,Total_Nominalizations,Total_Pronoun_Starters,Total_Interrogative_Starters,Total_Article_Starters,Total_Subordinate_Starters,Total_Conjunction_Starters,Total_Preposition_Starters
11.0,0.5426141433958471,0.6832755991548907,0.6827688932004728,0.4744557078817149,0.3,0.5194794838335509,0.4270689177968447,0.0,0.3673469387755102,0.2857142857142857,0.2272727272727272,0.2782608695652174,0.1463414634146341,0.36,0.1428571428571428,0.0,0.1111111111111111,0.0,0.0833333333333333
12.0,0.4434622074923656,0.4066113276345723,0.6339246525544491,0.353220853627668,0.3428571428571428,0.2030912843606342,0.4713534458898422,0.0,0.5102040816326531,0.2142857142857142,0.2954545454545454,0.3217391304347826,0.073170731707317,0.2,0.1428571428571428,0.0,0.1111111111111111,0.1,0.0833333333333333
13.0,0.9052082662633024,0.2924827990138054,0.7470873676376284,0.4512665185882711,0.0714285714285714,0.4643728304719017,0.2097979518405757,0.0,0.2040816326530612,0.25,0.2727272727272727,0.2695652173913043,0.024390243902439,0.0,0.1428571428571428,0.2727272727272727,0.0,0.0,0.0
14.0,0.3434667770544996,0.3065179662387845,0.5256225544698798,0.4418747238738733,0.3428571428571428,0.249092155915403,0.3454193191253806,0.0,0.3061224489795918,0.1428571428571428,0.3863636363636363,0.3391304347826087,0.024390243902439,0.36,0.0,0.1818181818181818,0.0,0.0,0.3333333333333333
15.0,0.4793539576729012,0.5073668412531694,0.5951503470546617,0.2305826955139908,0.1714285714285714,0.4170155502392345,0.2092443952394132,0.0,0.1836734693877551,0.2142857142857142,0.1818181818181818,0.1217391304347826,0.024390243902439,0.08,0.0,0.0,0.0,0.0,0.0833333333333333
16.0,0.5444762591573231,0.6751725011588051,0.6697051466046116,0.4251311047324821,0.4857142857142857,0.3025980414076823,0.6958206476612233,0.0,0.3265306122448979,0.7857142857142857,0.4545454545454545,0.3391304347826087,0.4146341463414634,0.16,0.1428571428571428,0.1818181818181818,0.2222222222222222,0.0,0.1666666666666666
17.0,0.4594657070136506,0.2610623634901035,0.6469966392206306,0.2749498598545454,0.2428571428571428,0.2205221841638789,0.3819540548021035,0.0,0.2244897959183673,0.5,0.3181818181818182,0.4956521739130435,0.024390243902439,0.32,0.1428571428571428,0.1818181818181818,0.1111111111111111,0.0,0.0833333333333333
18.0,0.5865134237107493,0.3281764190809814,0.6264518021884176,0.2279748882407367,0.1,0.2744307222124802,0.4154442291724329,0.3333333333333333,0.3469387755102041,0.4285714285714285,0.5454545454545454,0.4434782608695652,0.024390243902439,0.12,0.1428571428571428,0.0909090909090909,0.0,0.1,0.25
19.0,0.2068108307902797,0.3601336221046915,0.457495710997814,1.0,0.0857142857142857,0.7375308104973176,0.0700249100470523,0.0,0.0816326530612244,0.0,0.0227272727272727,0.0347826086956521,0.0,0.04,0.0,0.1818181818181818,0.0,0.0,0.0
20.0,0.394235774985628,0.3930503214504244,0.5687417959355322,0.4509577843223964,0.1428571428571428,0.4602386287929259,0.1768613340714088,0.0,0.0816326530612244,0.3214285714285714,0.1818181818181818,0.1217391304347826,0.073170731707317,0.24,0.0,0.0,0.0,0.0,0.0833333333333333
21.0,0.6037044051397841,0.5393909058762636,0.751742162626101,0.2183984575977057,0.2714285714285714,0.3537019412539275,0.4436756158317188,0.0,0.3061224489795918,0.3571428571428571,0.2727272727272727,0.4,0.048780487804878,0.0,0.0,0.0909090909090909,0.1111111111111111,0.0,0.4166666666666667
22.0,0.7815764463053598,0.6676688228764828,0.6469966392206306,0.2227202718791019,0.0142857142857142,0.5716848940533152,0.0608912261278715,0.0,0.0,0.0357142857142857,0.0681818181818181,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.4050019561576986,0.4055974710451631,0.596501427901369,0.31055583447459,0.4142857142857143,0.2189443219898572,0.6161084970938279,0.0,0.1836734693877551,0.5357142857142857,0.6818181818181818,0.6521739130434783,0.1707317073170731,0.4,0.0,0.0909090909090909,0.1111111111111111,0.0,0.25
24.0,0.3781891939921699,0.4712615934338135,0.5432954503147777,0.3786314255663905,0.5428571428571428,0.2508861311055062,0.6877940769443676,0.0,0.1632653061224489,0.8571428571428571,0.4090909090909091,0.5391304347826087,0.4146341463414634,0.44,0.0,0.3636363636363636,0.3333333333333333,0.1,0.5833333333333334
25.0,0.5089321373808353,0.5953299995670354,0.6264518021884176,0.2603816275383513,0.2142857142857142,0.2612130976792631,0.3614724605590921,0.0,0.1632653061224489,0.3571428571428571,0.3181818181818182,0.217391304347826,0.1463414634146341,0.08,0.0,0.1818181818181818,0.4444444444444444,0.0,0.0
26.0,0.4190727955184407,0.4207724491897563,0.6012671608623749,0.370168631756458,0.3,0.2895595971344735,0.4193191253805701,0.0,0.2244897959183673,0.3571428571428571,0.5,0.4782608695652174,0.024390243902439,0.32,0.0,0.0909090909090909,0.0,0.1,0.0
27.0,0.4330968513282657,0.3508995699045557,0.5990024930757495,0.4030700994762529,0.0857142857142857,0.4211114597223311,0.1295322446720177,0.0,0.2040816326530612,0.2142857142857142,0.0909090909090909,0.1043478260869565,0.048780487804878,0.04,0.0,0.0909090909090909,0.1111111111111111,0.0,0.0
28.0,0.3736216406715144,0.4694535236636213,0.5167600005375547,0.3304885805633962,0.4,0.3776618118723382,0.4400774979241627,0.0,0.2653061224489796,0.3928571428571428,0.3409090909090909,0.3304347826086956,0.0975609756097561,0.12,0.0,0.0909090909090909,0.5555555555555556,0.1,0.5833333333333334
29.0,0.4279710664498226,0.4403418725809043,0.564361177729484,0.3076202304159138,0.3142857142857143,0.2751004784688995,0.4386936064212566,0.0,0.4897959183673469,0.1785714285714285,0.3409090909090909,0.417391304347826,0.1463414634146341,0.24,0.0,0.0,0.4444444444444444,0.0,0.1666666666666666
30.0,0.5022504963404805,0.4118569722547169,0.5413162253377904,0.4004904113475593,0.2,0.2813289608085587,0.3036257957376141,0.0,0.1632653061224489,0.1785714285714285,0.25,0.2956521739130435,0.0,0.12,0.0,0.0909090909090909,0.1111111111111111,0.0,0.0
31.0,0.3430894524492227,0.3090896302687265,0.5263247893247374,0.3081494350242176,0.4714285714285714,0.3063136235650855,0.5458068087461942,0.0,0.2244897959183673,0.25,0.4772727272727273,0.6695652173913044,0.073170731707317,0.4,0.1428571428571428,0.0,0.2222222222222222,0.1,0.25
32.0,0.3109484855753061,0.3982465862193544,0.5337449961641164,0.2628465568751205,0.5,0.2818668882331032,0.5864932189316358,0.0,0.5102040816326531,0.4285714285714285,0.5681818181818182,0.591304347826087,0.1219512195121951,0.28,0.1428571428571428,0.0,0.2222222222222222,0.1,0.4166666666666667
33.0,0.3449041497192427,0.408254291746007,0.4380187953915666,0.3059828419501196,0.1571428571428571,0.4733690513709424,0.1893163575975643,0.0,0.1632653061224489,0.1071428571428571,0.1590909090909091,0.1304347826086956,0.073170731707317,0.08,0.0,0.0,0.0,0.1,0.0833333333333333
34.0,0.3084833937476913,0.1675497767324839,0.439547661454954,0.3623687240827752,0.3571428571428571,0.2841163595642879,0.3930251868253528,0.0,0.1632653061224489,0.4642857142857143,0.3636363636363636,0.3043478260869565,0.1219512195121951,0.28,0.0,0.3636363636363636,0.4444444444444444,0.1,0.0
35.0,0.3611816495697643,0.3814966157678245,0.5161247698112201,0.1608159730430472,0.4571428571428571,0.2349076257411689,0.4882369222252975,0.0,0.2857142857142857,0.5,0.2045454545454545,0.4608695652173913,0.0975609756097561,0.52,0.4285714285714285,0.0909090909090909,0.0,0.0,0.0833333333333333
36.0,0.5325426154307432,0.4612936355849855,0.55308534506589,0.3647750345769612,0.3571428571428571,0.2496872895217935,0.639911430943814,0.0,0.6122448979591837,0.3214285714285714,0.3863636363636363,0.6869565217391305,0.2439024390243902,0.32,0.0,0.1818181818181818,0.4444444444444444,0.1,0.3333333333333333
37.0,0.4161508932674369,0.3944580858796306,0.5325137488583565,0.25394449928211,0.4285714285714285,0.3283152448749368,0.5687794076944368,0.0,0.4489795918367347,0.5357142857142857,0.4090909090909091,0.5739130434782609,0.1707317073170731,0.44,0.0,0.0,0.3333333333333333,0.1,0.1666666666666666
38.0,0.6558437386703401,0.4207761425683375,0.7525606083367945,0.2914674706476918,0.2285714285714285,0.2958759243149196,0.4013285358427899,0.0,0.3061224489795918,0.4642857142857143,0.1818181818181818,0.4260869565217391,0.1951219512195122,0.16,0.0,0.2727272727272727,0.1111111111111111,0.0,0.0
39.0,0.5101710601676055,0.4210566597427229,0.6,0.2287670426107287,0.3428571428571428,0.291903576715944,0.5161915305840022,0.0,0.1020408163265306,0.1785714285714285,0.6136363636363636,0.4260869565217391,0.048780487804878,0.12,0.0,0.1818181818181818,0.0,0.1,0.0833333333333333
40.0,0.3098875458690358,0.2982724804466073,0.5540548205602461,0.227212022912435,0.2,0.4614621811240301,0.2114586216440631,0.0,0.0816326530612244,0.0714285714285714,0.1136363636363636,0.2347826086956521,0.0975609756097561,0.28,0.1428571428571428,0.0,0.0,0.0,0.0
41.0,0.3199833788582641,0.4010708908467906,0.6469966392206306,0.0957804268489686,0.0285714285714285,0.6749912475201307,0.0384721837807915,0.0,0.0204081632653061,0.0714285714285714,0.0227272727272727,0.0260869565217391,0.0,0.04,0.0,0.0,0.0,0.0,0.0
42.0,0.4769198208020361,0.3377689009233365,0.5329663743109685,0.2381532787928373,0.1857142857142857,0.2920903110047847,0.3146969277608635,0.0,0.3265306122448979,0.25,0.2954545454545454,0.3565217391304348,0.0,0.08,0.0,0.0,0.2222222222222222,0.2,0.0
43.0,0.4580080300487502,0.4133107600456789,0.536461273228943,0.3618125754818675,0.1,0.4706364291800485,0.1610849709382784,0.0,0.0816326530612244,0.1428571428571428,0.1363636363636363,0.1304347826086956,0.048780487804878,0.04,0.0,0.1818181818181818,0.0,0.0,0.0833333333333333
44.0,0.1722089969180058,0.1945166837985943,0.4735530505596518,0.1859474991158591,0.3857142857142857,0.1539454697349433,0.3404373097149183,0.0,0.1428571428571428,0.0714285714285714,0.0909090909090909,0.2260869565217391,0.0,0.24,0.0,0.1818181818181818,0.0,0.0,0.0833333333333333
45.0,0.3091555689841538,0.281149765163196,0.521625366767965,0.2760988042888247,0.2714285714285714,0.2993048384985675,0.3573207860503736,0.0,0.1428571428571428,0.1428571428571428,0.5,0.2782608695652174,0.1707317073170731,0.12,0.2857142857142857,0.0909090909090909,0.1111111111111111,0.3,0.0
46.0,0.5740633104428513,0.4323086637371262,0.5906244232186183,0.409765751474895,0.0928571428571428,0.1405794616835247,0.350678106836424,0.3333333333333333,0.2653061224489796,0.1428571428571428,0.1818181818181818,0.4695652173913043,0.2195121951219512,0.16,0.0,0.1818181818181818,0.2222222222222222,0.1,0.0833333333333333
47.0,0.4773584198639057,0.3368610791619346,0.5705974021574557,0.2014735732403073,0.2428571428571428,0.3843346859669311,0.3498477719346803,0.0,0.1428571428571428,0.1785714285714285,0.2954545454545454,0.2521739130434782,0.048780487804878,0.2,0.0,0.0909090909090909,0.0,0.0,0.0833333333333333
48.0,0.3464548408712322,0.2234192322663359,0.4711552981879444,0.1241181578132515,0.4571428571428571,0.2099123512723885,0.6030999169665098,0.0,0.5306122448979592,0.7142857142857143,0.3636363636363636,0.5217391304347826,0.1463414634146341,0.48,0.4285714285714285,0.0909090909090909,0.2222222222222222,0.1,0.0833333333333333
49.0,0.4173646914398982,0.5103752619301435,0.5355573782764613,0.1623848911371541,0.3714285714285714,0.3002091420661431,0.3919180736230279,0.0,0.2040816326530612,0.3571428571428571,0.1590909090909091,0.3478260869565217,0.073170731707317,0.28,0.2857142857142857,0.0,0.1111111111111111,0.0,0.25
50.0,0.7103509586579319,0.6568991010053306,0.7233642332556183,0.3467851297361066,0.0428571428571428,0.6628523664034127,0.0963188486022695,0.0,0.0204081632653061,0.1785714285714285,0.0681818181818181,0.0347826086956521,0.024390243902439,0.08,0.0,0.0,0.0,0.0,0.0833333333333333
51.0,0.4820581909076636,0.176224141682268,0.3806594409940322,0.0827617956297141,0.0785714285714285,0.1400763232396814,0.5928591198450042,1.0,0.5714285714285714,0.5714285714285714,0.8863636363636364,0.7739130434782608,0.0,0.12,0.0,0.2727272727272727,0.6666666666666666,0.2,0.3333333333333333
52.0,0.5218515990090007,0.4700498030153839,0.6250581368309708,0.2519171354937481,0.2,0.4304929619408763,0.2820370882922778,0.0,0.1836734693877551,0.25,0.1363636363636363,0.3217391304347826,0.073170731707317,0.24,0.0,0.2727272727272727,0.0,0.1,0.0
53.0,0.3146792195173992,0.2291188110829953,0.4741373235154427,0.1671546618523352,0.3714285714285714,0.254268908300777,0.46637143647938,0.0,0.5510204081632653,0.4642857142857143,0.2727272727272727,0.6782608695652174,0.1707317073170731,0.44,0.0,0.0,0.2222222222222222,0.0,0.0833333333333333
54.0,0.3293635192924347,0.3397073436532666,0.5050615896129159,0.3793005398383785,0.4428571428571428,0.3524124670214192,0.48879047882646,0.0,0.2653061224489796,0.2142857142857142,0.3636363636363636,0.4782608695652174,0.1707317073170731,0.4,0.1428571428571428,0.0909090909090909,0.1111111111111111,0.3,0.3333333333333333
55.0,0.662087082974739,0.6166788340310159,0.7470873676376284,0.3238900537170108,0.1571428571428571,0.3059708931419458,0.2942153335178522,0.0,0.2857142857142857,0.3928571428571428,0.1818181818181818,0.2,0.048780487804878,0.08,0.0,0.0,0.0,0.0,0.0833333333333333
56.0,0.874908686907641,0.8728892565662902,0.9431515698555192,0.5749153913168114,0.3285714285714285,0.3664061782679222,0.6454469969554387,0.0,0.3265306122448979,0.25,0.4772727272727273,0.3217391304347826,0.4390243902439024,0.12,0.0,0.2727272727272727,0.0,0.0,0.3333333333333333
57.0,0.4928038869486486,0.6144836966002012,0.6327751962097767,0.3836187627295245,0.3142857142857143,0.3769371458431994,0.3728203708829228,0.0,0.4693877551020408,0.2857142857142857,0.2954545454545454,0.1304347826086956,0.048780487804878,0.12,0.1428571428571428,0.2727272727272727,0.2222222222222222,0.0,0.1666666666666666
58.0,0.3115101526197429,0.3350145475638274,0.5603155257282213,0.2243936135770783,0.1857142857142857,0.4157847597049049,0.2241904234707999,0.0,0.1428571428571428,0.25,0.2045454545454545,0.2608695652173913,0.048780487804878,0.12,0.0,0.0909090909090909,0.0,0.1,0.25
59.0,0.5081800702141908,0.4943968595653811,0.5880508840779972,0.270122778383148,0.3142857142857143,0.2610213019895355,0.5330750069194575,0.0,0.2857142857142857,0.3928571428571428,0.3636363636363636,0.4782608695652174,0.2195121951219512,0.28,0.0,0.0909090909090909,0.4444444444444444,0.0,0.0
60.0,0.4934004679496038,0.6655628068723924,0.6734154528172213,0.374461244104635,0.0714285714285714,0.6276737967914439,0.0810960420703016,0.0,0.0612244897959183,0.0714285714285714,0.0681818181818181,0.0782608695652174,0.048780487804878,0.08,0.0,0.0909090909090909,0.0,0.0,0.0833333333333333
61.0,0.375066223909322,0.4318444364951231,0.5479993948023493,0.2231007351524189,0.3142857142857143,0.3402428190701806,0.3617492388596734,0.0,0.2653061224489796,0.2857142857142857,0.2954545454545454,0.2608695652173913,0.024390243902439,0.04,0.0,0.0,0.1111111111111111,0.0,0.0833333333333333
62.0,0.4815400243820871,0.3477248142098345,0.6584487962444366,0.3034317259895418,0.1857142857142857,0.2714855714309366,0.3171879324660946,0.0,0.1632653061224489,0.25,0.3636363636363636,0.2869565217391304,0.048780487804878,0.32,0.1428571428571428,0.0,0.1111111111111111,0.0,0.0
63.0,0.4538364361506838,0.4456833991198005,0.5547950410914818,0.1481283194755521,0.2285714285714285,0.2378989971816215,0.3387766399114309,0.0,0.1836734693877551,0.8214285714285714,0.25,0.391304347826087,0.2195121951219512,0.4,0.0,0.0,0.0,0.0,0.1666666666666666
64.0,0.4589863171747466,0.2731620777919739,0.5603155257282213,0.2261003805759186,0.1285714285714285,0.2617030906504591,0.2319402158870744,0.0,0.1020408163265306,0.25,0.4090909090909091,0.2608695652173913,0.024390243902439,0.08,0.0,0.0909090909090909,0.2222222222222222,0.3,0.1666666666666666
65.0,0.4446529985836701,0.4182172777571259,0.6194521210170792,0.2418891122636692,0.3285714285714285,0.2425260049512095,0.4976473844450595,0.0,0.3469387755102041,0.5,0.3863636363636363,0.4782608695652174,0.048780487804878,0.28,0.0,0.1818181818181818,0.1111111111111111,0.0,0.25
66.0,0.5443638448362064,0.552320760712736,0.6,0.293967999047297,0.3428571428571428,0.3640981566761164,0.4600055355660116,0.0,0.3469387755102041,0.5,0.5,0.391304347826087,0.048780487804878,0.32,0.0,0.1818181818181818,0.0,0.1,0.1666666666666666
67.0,0.473270764269923,0.470025343150135,0.622261442100972,0.1591537729735709,0.2714285714285714,0.2793428376135143,0.3487406587323554,0.0,0.2040816326530612,0.2142857142857142,0.1818181818181818,0.2869565217391304,0.1219512195121951,0.16,0.0,0.0,0.0,0.0,0.0833333333333333
68.0,0.3451633824034668,0.3907670054965477,0.4711552981879444,0.324309367525562,0.4571428571428571,0.3651441936671138,0.4738444505950733,0.0,0.3877551020408163,0.3214285714285714,0.4318181818181818,0.3826086956521739,0.024390243902439,0.32,0.0,0.0909090909090909,0.0,0.0,0.0833333333333333
69.0,0.2908660699389451,0.1972554246332576,0.4034732923929645,0.1738699618898884,0.2428571428571428,0.404150620453573,0.2585109327428729,0.0,0.2448979591836734,0.2857142857142857,0.2045454545454545,0.2521739130434782,0.024390243902439,0.24,0.0,0.0,0.0,0.2,0.0833333333333333
70.0,0.4399209605580229,0.6201686365517454,0.6527478335615285,0.4063197883778061,0.3857142857142857,0.3165682462490055,0.5416551342374758,0.0,0.4285714285714285,0.3928571428571428,0.2272727272727272,0.4,0.4634146341463415,0.32,0.2857142857142857,0.0,0.1111111111111111,0.0,0.25
71.0,0.4862252047564421,0.4374100067130473,0.5224969218732656,0.2421164039022477,0.3142857142857143,0.2136837794732531,0.5148076390810961,0.0,0.1428571428571428,0.4642857142857143,0.3181818181818182,0.417391304347826,0.024390243902439,0.2,0.4285714285714285,0.0,0.5555555555555556,0.0,0.1666666666666666
72.0,0.7739202118939985,0.787859221066152,0.8416696924557571,0.4682719884095446,0.3571428571428571,0.2610938230744325,0.7093827843897038,0.0,0.7551020408163265,0.4642857142857143,0.6818181818181818,0.4,0.1707317073170731,0.2,0.0,0.0909090909090909,0.1111111111111111,0.0,0.1666666666666666
73.0,0.3359450423238733,0.3645039979671858,0.5852304798861195,0.3982216675714612,0.3,0.2404545454545454,0.4500415167450872,0.0,0.4285714285714285,0.1785714285714285,0.2727272727272727,0.2782608695652174,0.2439024390243902,0.04,0.0,0.0909090909090909,0.2222222222222222,0.0,0.0833333333333333
74.0,0.1874762239183988,0.3073041073979357,0.379929508508414,0.1501782160105423,0.4,0.3009647815514942,0.3490174370329366,0.0,0.1428571428571428,0.25,0.2045454545454545,0.3304347826086956,0.073170731707317,0.36,0.0,0.0909090909090909,0.2222222222222222,0.0,0.0833333333333333
75.0,0.6275222214217312,0.6878123866957839,0.7059312080025176,0.3632351774209724,0.2857142857142857,0.3720233184842986,0.448657625242181,0.0,0.3265306122448979,0.3928571428571428,0.3409090909090909,0.1217391304347826,0.1463414634146341,0.12,0.0,0.0,0.1111111111111111,0.1,0.5
76.0,0.4669720823749247,0.5718041129469873,0.6297402856871875,0.4867685824077039,0.2571428571428571,0.2751352025310537,0.3775256019928037,0.0,0.3061224489795918,0.25,0.2727272727272727,0.208695652173913,0.3414634146341463,0.12,0.2857142857142857,0.0909090909090909,0.1111111111111111,0.0,0.1666666666666666
77.0,0.2799886459658975,0.403432915625939,0.5125828881451256,0.3277253436218513,0.6571428571428571,0.2308524486349563,0.6501522280653197,0.0,0.3673469387755102,0.4285714285714285,0.2954545454545454,0.5739130434782609,0.3170731707317073,0.6,0.0,0.1818181818181818,0.6666666666666666,0.0,0.0833333333333333
78.0,0.3724990641106631,0.3967489421477728,0.5544481857646162,0.2874540204543609,0.4428571428571428,0.1879369546861806,0.4976473844450595,0.0,0.1020408163265306,0.6071428571428571,0.3409090909090909,0.4,0.024390243902439,0.36,0.0,0.0909090909090909,0.3333333333333333,0.2,0.3333333333333333
79.0,0.3652826894518188,0.3412065256328309,0.5396325004959455,0.2036273645564542,0.3142857142857143,0.22761627543818,0.4287295876003321,0.0,0.3061224489795918,0.3214285714285714,0.4090909090909091,0.4521739130434782,0.048780487804878,0.12,0.0,0.1818181818181818,0.4444444444444444,0.3,0.5833333333333334
80.0,0.5588237454256705,0.5726669373044665,0.6072649867393981,0.4796496610183155,0.2857142857142857,0.3369821449410666,0.5017990589537781,0.0,0.4693877551020408,0.25,0.4772727272727273,0.2521739130434782,0.073170731707317,0.16,0.0,0.0909090909090909,0.3333333333333333,0.0,0.0833333333333333
81.0,0.6379183932385689,0.3419245853451403,0.7050482417932932,0.2551299449755978,0.2142857142857142,0.2191053146061635,0.4074176584555771,0.0,0.2857142857142857,0.3928571428571428,0.3636363636363636,0.408695652173913,0.024390243902439,0.24,0.0,0.0909090909090909,0.2222222222222222,0.1,0.1666666666666666
82.0,0.5137137269594902,0.6033016417325436,0.6399254253821738,0.3373640577095479,0.3142857142857143,0.3266691463641436,0.3592582341544423,0.0,0.2244897959183673,0.3928571428571428,0.1590909090909091,0.3130434782608696,0.2195121951219512,0.32,0.0,0.0909090909090909,0.1111111111111111,0.0,0.1666666666666666
83.0,0.6520061841633559,0.3757295899138486,0.6099942813304188,0.1818028709619072,0.1142857142857142,0.4035315561631352,0.2288956545806808,0.0,0.2653061224489796,0.2857142857142857,0.3181818181818182,0.2434782608695652,0.0975609756097561,0.08,0.0,0.1818181818181818,0.0,0.0,0.0
84.0,0.3513143408869065,0.1664265659060892,0.457495710997814,0.1228193723284218,0.1428571428571428,0.2292194389717609,0.2039856075283697,0.0,0.0816326530612244,0.3928571428571428,0.1590909090909091,0.3565217391304348,0.024390243902439,0.2,0.0,0.0,0.0,0.0,0.0833333333333333
85.0,0.5384597779614351,0.4108902305640283,0.6972241607851779,0.3389981862071924,0.4285714285714285,0.1703965300456528,0.6551342374757819,0.0,0.4897959183673469,0.3928571428571428,0.4090909090909091,0.7217391304347827,0.0,0.4,0.2857142857142857,0.0909090909090909,0.2222222222222222,0.0,0.0
86.0,0.6440273285663127,0.7155140178819477,0.7336252313453001,0.5117645093895817,0.3857142857142857,0.3226539681096501,0.5543869360642125,0.0,0.2857142857142857,0.1428571428571428,0.2727272727272727,0.1565217391304348,0.3414634146341463,0.08,0.0,0.3636363636363636,0.0,0.0,0.25
87.0,0.2295898869327934,0.2957857883384729,0.457495710997814,0.358343826292758,0.5428571428571428,0.3368309780794482,0.4912814835316911,0.0,0.3469387755102041,0.1785714285714285,0.5454545454545454,0.5304347826086957,0.1219512195121951,0.6,0.1428571428571428,0.0,0.2222222222222222,0.7,0.5833333333333334
88.0,0.6034035549918885,0.2854247935306594,0.5652092040195785,0.1705457397883697,0.2571428571428571,0.2299566893840388,0.4746747854968171,0.0,0.5306122448979592,0.5,0.4318181818181818,0.4695652173913043,0.1219512195121951,0.12,0.0,0.0909090909090909,0.2222222222222222,0.0,0.25
89.0,0.1345972934457871,0.2520299479419634,0.4495386568579204,0.2537308811476516,0.4,0.2360893416927899,0.2662607251591475,0.0,0.2448979591836734,0.4642857142857143,0.0227272727272727,0.2608695652173913,0.048780487804878,0.64,0.0,0.3636363636363636,0.2222222222222222,0.0,0.3333333333333333
90.0,0.3709904458623895,0.3515572151808831,0.6023210918392436,0.2375994861194177,0.2,0.3165009899356542,0.2582341544422917,0.0,0.2040816326530612,0.1785714285714285,0.2954545454545454,0.2,0.0975609756097561,0.16,0.1428571428571428,0.1818181818181818,0.3333333333333333,0.2,0.1666666666666666
91.0,0.4278466730078579,0.4474542202147446,0.5603155257282213,0.3933624620168937,0.2142857142857142,0.3079963858143212,0.2717962911707722,0.0,0.1224489795918367,0.25,0.2272727272727272,0.208695652173913,0.024390243902439,0.08,0.0,0.0909090909090909,0.0,0.0,0.0
92.0,0.2666573003529084,0.2215215813413093,0.506647344188647,0.3264958021333558,0.7428571428571429,0.1896741238846502,0.7318018267367838,0.0,0.3265306122448979,0.3571428571428571,0.4318181818181818,0.9304347826086956,0.2195121951219512,1.0,0.1428571428571428,0.1818181818181818,0.3333333333333333,0.0,0.3333333333333333
